# m MJD offset
# Subtract offset as function of MJD in each order m. Missing m means no calibration available
95 59384.776568 -17.883871
95 59384.829640 -16.935594
95 59385.257598 -18.625518
95 59385.323328 -18.707910
95 59385.332029 -18.133953
95 59385.343774 -17.433828
95 59385.352468 -16.969043
95 59385.393482 -18.007323
95 59385.408148 -17.708110
95 59385.421131 -17.593791
95 59385.426134 -17.555815
95 59385.431822 -17.281156
95 59385.436208 -17.262590
95 59385.495360 -17.347322
95 59385.663840 -18.420615
95 59385.668250 -18.515460
95 59385.673541 -18.386274
95 59385.682129 -18.265682
95 59385.686533 -18.271291
95 59385.692062 -18.212392
95 59385.748211 -18.140776
95 59385.754331 -18.405471
95 59385.773414 -18.739585
95 59385.792247 -18.854543
95 59385.817139 -19.399652
95 59385.824016 -19.576462
95 59385.879060 -19.746406
95 59386.281966 -19.666592
95 59386.351313 -19.212438
95 59386.365710 -19.013746
95 59386.380034 -19.003325
95 59386.383668 -18.990083
95 59386.387235 -18.845175
95 59386.390780 -18.927827
95 59386.500011 -20.316597
95 59386.505843 -19.649895
95 59386.513346 -19.006051
95 59386.545091 -19.047931
95 59386.609027 -19.784528
95 59386.659024 -19.398275
95 59386.723295 -18.980763
95 59386.727590 -18.871449
95 59386.733312 -18.852134
95 59386.739012 -18.824323
95 59386.749475 -18.563617
95 59386.763192 -18.538246
95 59386.807689 -20.630374
95 59387.256938 -20.852879
95 59387.340749 -20.549788
95 59387.380163 -18.676366
95 59387.418269 -22.493458
95 59387.496742 -22.987990
95 59387.582987 -19.712407
95 59387.588301 -19.801400
95 59387.598072 -19.937654
95 59387.675940 -20.709305
95 59387.748102 -20.050331
95 59387.757274 -19.997175
95 59387.780210 -19.964017
95 59387.786637 -19.941718
95 59387.791803 -20.162008
95 59387.799871 -20.314069
95 59387.860186 -20.929289
95 59391.337360 -0.030798
95 59391.343236 0.949101
95 59391.358486 1.359334
95 59391.379510 1.505364
95 59391.390904 1.325868
95 59391.394689 1.411427
95 59391.488054 -1.809398
95 59391.492674 -1.750610
95 59391.497152 -1.919370
95 59391.550404 0.069565
95 59391.637929 1.632849
95 59391.646356 1.635266
95 59391.667370 1.453330
95 59391.684208 1.185510
95 59391.689857 1.068136
95 59391.751965 0.487840
95 59391.764265 0.678954
95 59391.771775 0.690212
95 59391.778157 0.399708
95 59391.789418 0.293226
95 59391.837375 1.376081
95 59392.279530 -3.890607
95 59392.334138 -0.609839
95 59392.343544 0.062767
95 59392.365189 0.820042
95 59392.371985 1.013562
95 59392.452841 -1.618633
95 59392.486197 0.315115
95 59392.542860 2.458363
95 59392.552244 1.972764
95 59392.556228 1.824160
95 59392.628263 0.001580
95 59392.695994 -0.168435
95 59392.773966 -1.597100
95 59392.786605 -1.798239
95 59392.793690 -1.964415
95 59392.802043 -1.430455
95 59392.826424 -0.777917
95 59392.837285 -0.517924
95 59392.880509 -1.761888
95 59393.341318 2.225708
95 59393.344360 2.215221
95 59393.350277 2.297183
95 59393.392296 -1.776217
95 59393.445264 -0.674862
95 59393.477541 -1.893945
95 59393.507687 -1.682377
95 59393.572493 -0.441220
95 59393.578762 -1.055482
95 59393.586555 -1.521106
95 59393.591626 -1.770956
95 59393.596173 -2.193870
95 59393.653019 -3.238406
95 59393.709484 -2.201538
95 59394.291787 -0.904569
95 59394.345540 -0.899676
95 59394.352535 -0.923621
95 59394.367069 -1.070425
95 59394.407910 -1.148377
95 59394.446062 -1.141177
95 59394.509173 -0.447830
95 59394.554433 0.083265
95 59394.619330 -0.460477
95 59394.623913 -0.433551
95 59394.634903 -1.206708
95 59394.646475 -1.720092
95 59395.248456 -0.619438
95 59395.258031 -0.989537
95 59395.264632 -1.752519
95 59395.336994 -2.119740
95 59397.243852 -1.946104
95 59397.370832 -2.245914
95 59397.379426 -1.677615
95 59397.384988 -1.480997
95 59397.392342 -1.303966
95 59397.420532 -0.892339
95 59397.448386 -1.378806
95 59397.455286 -1.554701
95 59397.460201 -1.662076
95 59397.477291 -1.738775
95 59397.492437 -2.285135
95 59397.569350 -3.835474
95 59397.576561 -3.642479
95 59397.596176 -3.160571
95 59397.605110 -2.767936
95 59397.663918 -4.330465
95 59397.720714 -3.057455
95 59397.732861 -2.719576
95 59397.740830 -2.740799
95 59397.791312 -2.980917
95 59397.805367 -2.582194
95 59397.812678 -2.595229
95 59398.249068 -3.994596
95 59398.362123 -1.522893
95 59398.411603 -1.028119
95 59398.505112 -1.634553
95 59398.549273 0.276402
95 59398.627883 -1.246213
95 59398.711254 -1.143781
95 59398.715030 -1.325280
95 59398.719230 -1.420341
95 59398.723048 -1.624485
95 59398.726926 -1.893385
95 59398.814650 -1.271230
95 59399.335565 0.068255
95 59399.339988 0.073609
95 59399.348154 0.165995
95 59399.351634 0.294437
95 59399.364627 0.605900
95 59399.369181 0.836549
95 59399.377463 1.004715
95 59399.383186 1.311819
95 59399.427974 0.253134
95 59399.501010 -1.603010
95 59399.530823 -1.148617
95 59399.573064 1.717618
95 59399.582129 1.764558
95 59399.588624 1.753194
95 59399.668767 -0.856338
95 59399.674872 -0.870312
95 59399.705320 -1.572181
95 59399.711666 -1.798764
95 59399.778821 -1.129517
95 59399.783176 -1.201896
95 59399.789546 -1.289330
95 59399.839350 -1.541561
95 59400.248682 -5.543743
95 59400.308024 -5.692237
95 59400.342049 -3.733292
95 59400.351824 -3.213748
95 59400.366956 -2.199076
95 59400.414000 -2.133133
95 59400.459783 -3.194324
95 59400.465482 -3.065615
95 59400.468926 -3.006202
95 59400.578366 -3.128650
95 59400.587776 -3.308860
95 59400.609933 -3.459439
95 59400.618668 -3.630846
95 59400.656364 -4.263081
95 59438.254691 -19.957968
95 59438.421400 -19.698451
95 59438.432016 -18.790885
95 59438.448935 -18.269122
95 59438.457502 -17.608889
95 59438.503077 -18.907157
95 59438.510964 -18.909056
95 59438.536761 -18.584274
95 59438.549374 -18.308007
95 59438.553709 -18.464183
95 59438.563887 -18.923979
95 59438.568249 -18.970322
95 59438.585717 -19.850435
95 59438.606646 -20.108959
95 59438.611673 -19.889076
95 59438.618971 -19.718198
95 59438.644753 -19.460772
95 59438.664528 -19.866450
95 59438.679770 -20.743946
95 59438.689218 -21.139725
95 59438.737232 -20.607002
95 59438.750803 -20.144950
95 59438.764489 -19.930228
95 59438.769515 -20.042653
95 59438.774184 -20.073636
95 59438.787415 -19.911208
95 59438.815132 -20.350161
95 59438.822508 -20.316454
95 59438.829291 -20.910708
95 59438.852568 -22.667772
95 59438.861030 -23.441641
95 59439.243981 -21.485784
95 59439.366334 -20.388108
95 59439.370255 -20.429593
95 59439.373287 -20.309920
95 59439.376407 -20.343833
95 59439.380344 -20.179295
95 59439.389462 -19.952172
95 59439.398457 -19.717305
95 59439.411835 -19.550326
95 59439.415521 -19.558268
95 59439.419134 -19.299712
95 59439.581909 -21.152746
95 59439.625336 -21.310311
95 59439.678246 -20.599723
95 59439.754430 -20.355674
95 59439.801270 -20.195578
95 59440.235678 -19.823771
95 59440.367250 -18.670225
95 59440.417105 -18.469172
95 59440.422877 -18.874341
95 59440.433990 -19.518525
95 59440.454193 -20.185921
95 59440.468781 -19.862621
95 59440.484046 -19.333515
95 59440.490971 -19.062216
95 59440.556700 -19.946689
95 59440.589921 -19.583073
95 59440.597197 -20.185021
95 59440.620483 -20.956041
95 59440.630974 -21.102713
95 59440.633865 -20.976678
95 59440.717911 -19.169103
95 59440.728095 -19.748242
95 59440.741052 -20.163612
95 59440.751287 -19.807819
95 59440.773858 -18.946247
95 59440.796483 -17.897077
95 59440.804066 -17.726225
95 59440.849990 -20.144867
95 59441.242236 -20.779766
95 59441.594762 -20.564017
95 59441.603619 -20.705003
95 59441.613567 -20.544658
95 59441.618489 -20.532037
95 59441.632857 -20.541237
95 59441.637424 -20.536654
95 59441.643423 -20.301852
95 59441.794591 -22.572937
95 59442.242974 -19.744676
95 59442.385329 -16.509178
95 59442.439681 -18.556068
95 59442.447360 -18.543104
95 59442.469278 -18.875211
95 59442.476381 -18.963440
95 59442.527544 -19.576054
95 59442.531601 -19.625113
95 59442.536718 -19.581875
95 59442.546336 -19.707426
95 59442.558574 -19.594246
95 59442.568840 -19.701318
95 59442.579785 -19.611589
95 59442.584649 -19.662512
95 59442.590009 -19.568693
95 59442.638490 -20.114914
95 59442.780604 -22.809132
95 59443.233647 -20.279933
95 59443.345895 -18.763458
95 59443.389728 -18.147245
95 59443.401680 -18.663534
95 59443.409190 -19.022055
95 59443.416275 -19.598168
95 59443.439421 -20.835059
95 59443.452832 -21.358675
95 59443.469816 -20.670838
95 59443.491556 -19.727825
95 59443.501452 -19.444399
95 59443.505108 -19.508726
95 59443.518646 -19.436426
95 59443.522968 -19.664999
95 59443.528448 -19.667519
95 59443.720366 -20.455861
95 59443.728997 -20.418568
95 59443.752443 -20.079230
95 59443.777939 -19.204669
95 59443.793424 -18.875007
95 59443.803967 -19.308823
95 59443.827668 -21.976486
95 59443.838314 -23.533319
95 59444.243753 -23.314900
95 59444.352839 -20.997575
95 59444.358833 -20.920308
95 59444.375701 -20.756657
95 59444.392685 -21.312587
95 59444.413749 -22.074690
95 59444.430912 -22.489503
95 59444.450738 -22.617097
95 59444.465259 -22.227599
95 59444.469498 -22.077001
95 59444.476941 -21.831092
95 59444.486103 -21.460307
95 59444.489957 -21.289000
95 59444.506805 -21.208149
95 59444.527850 -21.695194
95 59444.536255 -22.279313
95 59444.581164 -19.929693
95 59444.632889 -19.508424
95 59444.642521 -18.695064
95 59444.648715 -18.387385
95 59444.655892 -18.245452
95 59444.676934 -17.721384
95 59444.698824 -17.723553
95 59444.707013 -17.700951
95 59444.768728 -18.379434
95 59444.773605 -18.157724
95 59444.778570 -18.074436
95 59444.835543 -20.344632
95 59445.260876 -22.035969
95 59445.350217 -21.312694
95 59445.360475 -20.951284
95 59445.379917 -20.161258
95 59445.392270 -20.130985
95 59445.397640 -20.414831
95 59445.408414 -20.855741
95 59445.419960 -21.416657
95 59445.426645 -21.921757
95 59445.431705 -22.211888
95 59445.476728 -20.203619
95 59445.519942 -19.335014
95 59445.562277 -18.277334
95 59445.568191 -18.120308
95 59445.574239 -17.708795
95 59445.635629 -18.545796
95 59445.687796 -17.335878
95 59445.698945 -17.558002
95 59445.710392 -17.820729
95 59445.768067 -19.052021
95 59445.816755 -21.547763
95 59445.848361 -19.980786
95 59446.350863 -19.197251
95 59446.408299 -21.808685
95 59446.423224 -21.362987
95 59446.438449 -20.752261
95 59446.441749 -20.612657
95 59446.446919 -20.765404
95 59446.472774 -20.917848
95 59446.478603 -21.026408
95 59446.519453 -23.077874
95 59446.715580 -20.898139
95 59447.261946 -19.011488
95 59447.358391 -19.277184
95 59447.364221 -19.250545
95 59447.378686 -19.559835
95 59447.394923 -19.842694
95 59447.573619 -19.477762
95 59447.580201 -19.234545
95 59447.598576 -18.783300
95 59447.617212 -18.367678
95 59447.622223 -18.434935
95 59447.632846 -18.386737
95 59447.637925 -18.426827
95 59447.643669 -18.438345
95 59447.714621 -17.343032
95 59447.728685 -17.199425
95 59447.735553 -17.212909
95 59447.795053 -17.802818
95 59447.798704 -17.884789
95 59447.803940 -18.085934
95 59447.808253 -18.304739
95 59447.832038 -19.802483
95 59447.841888 -20.528792
95 59448.249126 -18.568240
95 59448.556161 -17.926044
95 59448.566208 -17.041488
95 59448.577597 -15.602636
95 59448.754712 -17.299558
95 59451.267724 -15.941635
95 59451.349323 -14.641833
95 59451.353456 -14.377280
95 59451.375977 -12.039492
95 59451.399711 -11.289936
95 59451.405684 -10.872528
95 59451.444867 -13.053573
95 59451.483084 -11.706847
95 59451.493980 -11.787428
95 59451.501060 -11.835326
95 59451.547318 -11.841944
95 59451.599121 -12.737008
95 59451.604481 -12.841384
95 59451.608106 -12.924122
95 59451.621226 -13.205952
95 59451.626796 -13.260748
95 59451.636830 -13.502049
95 59451.647722 -13.713993
95 59451.708206 -14.172156
95 59451.713814 -14.292869
95 59451.719011 -14.467682
95 59451.803343 -13.204682
95 59451.812295 -13.633786
95 59451.821935 -14.095648
95 59452.246621 -14.884799
95 59452.252838 -14.623940
95 59452.260092 -14.761940
95 59452.354999 -15.298886
95 59452.437942 -15.427528
95 59452.508075 -13.426891
95 59452.590175 -13.395994
95 59452.666939 -14.317366
95 59452.747079 -12.571807
95 59453.242948 -14.851624
95 59453.350306 -18.223897
95 59453.354297 -17.434771
95 59453.387450 -12.627893
95 59453.396716 -12.206959
95 59453.412283 -12.347475
95 59453.435650 -12.128212
95 59453.447719 -12.552879
95 59453.455749 -12.453560
95 59453.460622 -12.553773
95 59453.469947 -12.427242
95 59453.488423 -12.610185
95 59453.504266 -12.642932
95 59453.521360 -12.379341
95 59453.533166 -11.843366
95 59453.584215 -13.112372
95 59453.592639 -13.224005
95 59453.601417 -13.216504
95 59453.674716 -13.103194
95 59453.745720 -15.506114
95 59453.827881 -15.954122
95 59454.249518 -16.202726
95 59454.368280 -12.951555
95 59454.373512 -12.593175
95 59454.383069 -12.435078
95 59454.391860 -12.009309
95 59454.400806 -12.088776
95 59454.404852 -12.001535
95 59454.416754 -12.384936
95 59454.441928 -13.264701
95 59454.452391 -13.370530
95 59454.511462 -12.807842
95 59454.516379 -12.780708
95 59454.520945 -12.684461
95 59454.525905 -12.354942
95 59454.539556 -12.643521
95 59454.558453 -13.317475
95 59454.577294 -13.672783
95 59454.598806 -13.821715
95 59454.606945 -13.759641
95 59454.614418 -13.878847
95 59454.626970 -14.261327
95 59454.671703 -15.041604
95 59454.678107 -14.855861
95 59454.695661 -13.708357
95 59454.711394 -13.332945
95 59454.726598 -13.217394
95 59454.741548 -13.942164
95 59454.748944 -14.308862
95 59454.804355 -14.927958
95 59454.811173 -15.613441
95 59454.821198 -16.140710
95 59455.236623 -17.939634
95 59455.358545 -15.457624
95 59455.362585 -15.481503
95 59455.371061 -15.232607
95 59455.383573 -15.171564
95 59455.389039 -15.009155
95 59455.394111 -14.893490
95 59455.398444 -14.695348
95 59455.406693 -14.377709
95 59455.454597 -15.036832
95 59455.461557 -14.993315
95 59455.479709 -14.589858
95 59455.488750 -14.374690
95 59455.603261 -12.207980
95 59455.613526 -12.416267
95 59455.631276 -12.798101
95 59455.648988 -12.681199
95 59455.666228 -12.325332
95 59455.670900 -12.345998
95 59455.679943 -11.926190
95 59455.691173 -11.989214
95 59455.697603 -11.819045
95 59455.714703 -11.951926
95 59455.726758 -12.076747
95 59455.771406 -11.711638
95 59456.298595 -14.552172
95 59456.492367 -11.293391
95 59456.496136 -11.438848
95 59456.499377 -11.537826
95 59456.502679 -11.528376
95 59456.505603 -11.543491
95 59456.508872 -11.672578
95 59456.512494 -11.702737
95 59456.580888 -11.368429
95 59456.587228 -11.302022
95 59456.607629 -11.084041
95 59456.622514 -10.914322
95 59456.634163 -10.838938
95 59456.671596 -10.605670
95 59456.679024 -10.565099
95 59456.681221 -10.494665
95 59456.683199 -10.499539
95 59456.685423 -10.472830
95 59456.687688 -10.443437
95 59456.694332 -10.467708
95 59456.727048 -11.297066
95 59456.731523 -11.419037
95 59456.735337 -11.359420
95 59456.739479 -11.178255
95 59456.758215 -11.051916
95 59456.763882 -10.976602
95 59456.777897 -11.145118
95 59456.802454 -12.061812
95 59456.810893 -12.254311
95 59456.854571 -14.998345
95 59457.266928 -15.581027
95 59457.350741 -11.980233
95 59457.388134 -8.712575
95 59457.396104 -8.807995
95 59457.421736 -9.279242
95 59457.435047 -10.007408
95 59457.446978 -10.222823
95 59457.467805 -10.293442
95 59457.490295 -9.166165
95 59457.496411 -8.943208
95 59457.576078 -7.905695
95 59457.626599 -9.997123
95 59457.637093 -9.419163
95 59457.648689 -8.744509
95 59457.653155 -8.571636
95 59457.760293 -9.151404
95 59457.765037 -8.943103
95 59457.771011 -8.647855
95 59457.786189 -7.787578
95 59457.796030 -7.643794
95 59457.807217 -8.042520
95 59457.815972 -8.529304
95 59457.826400 -9.790071
95 59457.831761 -10.365394
95 59457.845028 -11.625451
95 59457.859279 -13.386297
95 59493.246199 -10.018755
95 59493.371594 -9.595777
95 59493.380513 -9.084575
95 59493.397586 -8.627518
95 59493.417996 -7.365593
95 59493.429748 -7.068052
95 59493.434478 -6.711073
95 59493.566423 -7.570693
95 59493.569808 -7.389835
95 59493.573237 -7.304051
95 59493.576642 -7.210997
95 59493.580286 -7.129164
95 59493.587594 -6.787699
95 59493.590980 -6.535487
95 59493.606404 -6.476481
95 59493.627732 -6.915967
95 59493.636229 -7.643437
95 59493.697368 -7.866301
95 59493.751372 -10.982000
95 59494.263072 -10.509282
95 59494.494304 -5.743374
95 59494.502788 -5.648335
95 59494.528628 -5.028372
95 59494.534508 -4.875348
95 59494.548005 -4.731124
95 59494.558819 -4.386559
95 59494.569724 -4.332116
95 59494.574885 -4.440577
95 59494.581282 -4.487543
95 59494.648946 -4.816412
95 59494.701635 -3.252764
95 59494.710999 -3.411741
95 59494.721191 -3.621307
95 59494.765214 -5.559711
95 59494.771684 -5.480566
95 59494.783736 -5.194929
95 59495.215624 -7.934589
95 59495.271076 -5.854954
95 59495.375258 -3.913242
95 59495.378113 -3.815148
95 59495.380970 -3.826182
95 59495.394178 -3.202929
95 59495.401524 -3.259308
95 59495.459604 -2.737351
95 59495.536172 -3.332938
95 59495.568853 -2.653228
95 59495.578810 -2.581064
95 59495.587129 -2.543349
95 59495.644853 -3.152700
95 59495.660999 -2.565266
95 59495.667697 -2.293699
95 59495.673224 -2.247680
95 59495.690691 -1.991956
95 59495.716331 -2.075333
95 59495.722738 -2.082244
95 59495.730551 -2.295377
95 59495.759570 -2.457681
95 59495.777177 -2.948012
95 59495.782667 -2.949326
95 59495.793451 -3.628851
95 59495.807705 -4.462842
95 59496.227552 -5.628539
95 59496.278098 -3.003785
95 59496.310554 -7.680440
95 59496.380577 -5.388909
95 59496.386069 -5.075874
95 59496.393895 -4.934871
95 59496.455990 -5.277623
95 59496.470263 -5.364452
95 59496.479469 -5.582494
95 59496.482645 -5.572447
95 59496.486122 -5.561299
95 59496.488981 -5.707844
95 59496.539373 -4.616510
95 59496.572637 -5.858289
95 59496.630557 -5.752936
95 59496.634272 -5.686824
95 59496.637736 -5.569668
95 59496.643605 -5.627398
95 59496.651888 -5.570278
95 59496.657498 -5.612610
95 59496.660964 -5.598333
95 59496.663647 -5.688558
95 59496.665780 -5.731832
95 59496.719853 -7.264696
95 59496.738522 -7.550762
95 59496.748403 -7.744758
95 59496.752738 -7.813813
95 59496.794393 -8.783273
95 59500.287030 -8.853023
95 59500.377107 -7.923253
95 59500.388042 -7.378997
95 59500.395892 -6.846564
95 59500.408660 -5.997908
95 59500.425867 -5.473687
95 59500.431059 -4.931071
95 59500.629878 -5.619023
95 59500.683757 -5.279005
95 59500.758835 -7.161522
95 59501.291159 -9.321023
95 59501.374747 -9.588959
95 59501.407528 -7.739573
95 59501.415194 -6.854674
95 59501.426983 -6.186050
95 59501.441216 -5.453202
95 59501.446562 -5.622582
95 59501.498843 -5.685423
95 59501.552462 -5.915755
95 59501.558983 -6.277646
95 59501.577572 -6.900538
95 59501.594538 -6.857630
95 59501.613146 -6.461284
95 59501.619318 -6.337639
95 59501.665033 -9.393283
95 59501.785526 -8.226668
95 59503.298626 -10.866721
95 59503.380897 -7.320292
95 59503.432471 -8.867374
95 59503.447056 -8.358182
95 59503.461105 -8.247151
95 59503.465260 -8.186023
95 59503.471039 -8.839321
95 59503.496878 -10.441077
95 59503.504013 -10.985486
95 59503.592301 -9.690799
95 59503.631060 -10.291898
95 59503.678443 -9.927706
95 59503.683632 -9.774397
95 59503.712066 -9.114603
95 59503.719300 -9.084325
95 59503.727208 -9.008259
95 59503.752175 -9.063278
95 59503.760526 -9.177970
95 59503.766257 -8.872534
95 59503.787753 -8.450505
95 59503.804594 -7.990153
95 59503.812410 -8.059724
95 59504.296098 -10.329510
95 59504.380818 -6.106578
95 59504.389317 -6.492294
95 59504.411666 -7.119799
95 59504.421121 -7.269499
95 59504.470083 -6.588573
95 59504.529069 -5.297863
95 59504.614742 -5.979806
95 59504.627348 -6.266145
95 59504.635603 -6.460572
95 59504.648962 -6.926741
95 59504.670316 -7.292365
95 59504.689096 -7.026320
95 59504.709851 -6.326577
95 59504.717817 -6.185547
95 59504.778137 -5.142975
95 59504.909063 -9.809653
95 59505.270884 -8.278033
95 59505.378362 -9.181863
95 59505.423323 -5.961802
95 59505.426265 -5.716794
95 59505.429555 -5.437843
95 59505.437464 -4.977336
95 59505.443568 -4.677935
95 59505.460469 -3.706213
95 59505.470073 -3.584659
95 59505.476306 -3.485118
95 59505.480867 -3.409346
95 59505.577733 -4.491230
95 59505.593104 -4.705643
95 59505.601648 -5.083571
95 59505.649499 -5.755368
95 59505.658766 -5.522504
95 59505.681174 -4.819887
95 59505.694583 -4.053096
95 59505.698259 -4.002805
95 59505.708664 -4.073759
95 59505.712991 -4.015950
95 59505.725577 -4.105316
95 59505.747098 -4.719631
95 59505.762236 -4.689190
95 59505.765323 -4.777136
95 59505.769735 -4.873298
95 59505.774873 -5.277655
95 59505.779472 -5.440633
95 59505.795476 -6.280104
95 59505.810199 -7.767072
95 59506.277847 -5.093446
95 59506.376683 -6.611608
95 59506.386831 -5.352582
95 59506.404503 -3.978616
95 59506.428674 -3.369969
95 59506.435871 -3.578174
95 59506.491344 -4.053723
95 59506.551104 -4.227933
95 59506.596444 -6.013529
95 59506.648442 -6.858532
95 59506.653057 -6.887557
95 59506.657137 -6.785879
95 59506.666125 -6.317944
95 59506.676007 -5.158623
95 59506.689050 -3.898735
95 59506.693298 -3.284425
95 59506.697442 -2.582135
95 59507.393377 -3.478324
95 59507.398270 -3.320608
95 59507.411351 -2.292100
95 59507.432926 -1.329412
95 59507.454552 -1.462873
95 59507.463801 -1.846836
95 59507.517929 -5.753284
95 59507.582216 -7.012230
95 59507.585951 -6.767764
95 59507.589752 -6.679625
95 59507.646616 -4.025467
95 59507.652929 -3.975713
95 59507.664790 -4.014315
95 59507.677927 -4.265381
95 59507.760423 -4.997997
95 59507.819262 -7.376802
95 59508.069115 -7.381886
95 59508.265655 -1.828373
95 59508.380525 -2.534954
95 59508.382775 -2.613703
95 59508.384843 -2.718772
95 59508.387569 -2.786371
95 59508.390286 -2.850803
95 59508.395360 -3.003498
95 59508.398235 -3.060395
95 59508.406378 -3.054777
95 59508.411573 -3.110886
95 59508.414178 -3.163100
95 59508.424904 -3.196900
95 59508.443512 -3.233241
95 59508.461671 -3.687854
95 59508.479242 -4.481427
95 59508.489194 -4.725993
95 59508.497048 -5.379108
95 59508.550113 -4.908044
95 59508.562241 -4.874446
95 59508.572722 -4.937427
95 59508.631887 -4.567483
95 59508.687082 -3.200319
95 59508.723653 -2.929901
95 59508.728438 -3.129258
95 59508.745253 -3.722173
95 59508.762675 -4.180083
95 59508.768042 -4.290308
95 59509.292771 -12.898400
95 59509.377036 -11.354903
95 59509.416959 -11.362849
95 59509.449598 -10.915124
95 59509.503568 -11.504391
95 59509.510943 -11.608451
95 59509.518120 -11.802400
95 59509.566665 -12.118799
95 59509.574749 -11.995577
95 59509.594906 -11.654400
95 59509.611309 -10.570061
95 59509.629862 -9.482302
95 59509.656421 -9.107970
95 59509.664745 -9.225447
95 59509.672146 -9.319038
95 59509.689437 -9.476883
95 59509.708270 -10.703562
95 59509.717183 -11.084969
95 59509.722461 -11.691756
95 59509.755827 -12.685282
95 59510.290163 -15.850703
95 59510.399900 -11.852982
95 59510.407997 -11.680924
95 59510.412381 -11.778191
95 59510.418342 -11.410941
95 59510.432914 -10.377720
95 59510.508687 -11.562932
95 59510.512828 -11.665745
95 59510.516942 -11.698857
95 59510.520756 -11.732698
95 59510.530904 -11.759449
95 59510.555405 -11.147943
95 59510.561858 -10.906660
95 59510.689806 -9.548287
95 59510.694392 -9.981397
95 59510.698619 -10.381939
95 59510.703579 -10.344011
95 59510.715323 -10.844295
95 59510.738282 -10.357128
95 59510.745417 -9.772610
95 59510.799911 -15.076243
95 59511.291755 -13.176119
95 59511.380377 -10.547776
95 59511.387461 -10.567552
95 59511.414068 -10.140163
95 59511.432206 -10.528446
95 59511.447213 -10.550018
95 59511.463290 -11.049792
95 59511.485031 -11.349063
95 59511.497670 -11.691163
95 59511.510236 -11.817113
95 59511.522874 -11.927573
95 59511.566217 -10.420962
95 59511.579114 -10.077801
95 59511.591501 -9.631157
95 59511.598003 -9.591867
95 59511.643939 -9.793328
95 59511.647968 -9.772663
95 59511.653172 -9.972392
95 59511.716058 -14.389654
95 59512.383916 -14.030807
95 59512.386652 -13.742312
95 59512.389405 -13.515349
95 59512.404177 -12.203971
95 59512.408123 -11.902530
95 59512.423826 -10.865207
95 59512.450727 -10.312656
95 59512.457398 -10.187201
95 59512.463629 -10.706748
95 59512.489932 -11.591356
95 59512.512813 -10.818245
95 59512.518153 -10.363197
95 59512.597740 -10.201779
95 59512.610122 -10.333308
95 59512.633988 -10.296327
95 59512.663112 -10.728690
95 59512.677915 -10.747364
95 59512.681453 -10.627041
95 59512.688625 -10.510407
95 59512.692320 -10.496584
95 59512.699657 -10.358096
95 59512.704999 -10.170398
95 59512.713268 -10.220406
95 59512.721275 -10.219569
95 59512.737506 -10.935768
95 59512.741767 -11.043340
95 59512.751673 -11.690915
95 59512.758698 -12.311667
95 59512.766371 -12.851875
95 59512.770338 -13.185523
95 59512.776039 -13.477444
95 59512.789844 -14.441827
95 59533.231229 -11.967446
95 59533.275289 -12.250889
95 59533.387477 -14.982892
95 59533.422742 -11.530619
95 59533.430998 -11.332021
95 59533.453869 -11.052909
95 59533.466342 -10.828201
95 59533.471224 -11.065971
95 59533.479166 -11.271626
95 59533.483636 -11.453571
95 59533.489805 -11.592860
95 59533.546906 -11.703749
95 59533.560180 -10.471220
95 59533.567302 -10.022496
95 59533.573274 -9.728096
95 59533.596718 -8.723128
95 59533.616271 -8.682661
95 59533.623124 -8.666647
95 59533.678147 -10.122558
95 59533.682741 -10.027446
95 59533.694312 -9.968733
95 59533.715565 -10.216869
95 59533.724438 -10.441389
95 59533.756704 -11.249743
95 59533.808974 -13.659977
95 59534.402655 -7.554006
95 59534.441282 -7.221004
95 59534.451442 -7.225643
95 59534.469444 -7.170944
95 59534.479621 -7.263742
95 59534.538862 -6.832889
95 59534.544215 -6.783014
95 59534.557351 -6.167010
95 59534.580359 -5.698946
95 59534.596888 -5.321840
95 59534.614751 -5.706122
95 59534.632533 -5.209676
95 59534.649235 -5.184887
95 59534.663606 -5.212373
95 59534.680679 -5.879794
95 59534.702083 -6.416925
95 59534.710680 -6.587572
95 59534.719431 -6.144107
95 59534.747110 -5.644622
95 59534.754241 -5.553780
95 59535.341144 -12.066420
95 59535.378857 -11.904500
95 59535.426260 -7.177275
95 59535.481663 -6.808323
95 59535.642461 -5.986455
95 59535.703060 -6.849582
95 59535.740223 -5.693581
95 59536.194124 -10.313890
95 59536.267759 -11.593660
95 59536.368375 -14.273796
95 59536.409816 -11.990647
95 59536.445961 -10.997178
95 59536.478206 -8.688621
95 59536.525616 -7.139670
95 59536.537007 -7.559503
95 59536.548199 -7.802386
95 59536.599047 -6.677657
95 59536.601900 -6.984454
95 59536.604907 -7.514612
95 59536.608389 -7.617866
95 59536.613219 -8.129241
95 59536.616131 -8.486627
95 59536.622400 -9.148040
95 59536.689772 -9.982274
95 59537.189772 -9.982274
95 59537.689772 -9.982274
95 59540.189772 -9.982274
96 58375.164479 7.207593
96 58377.164479 7.207593
96 58378.164479 7.207593
96 58378.664479 7.207593
96 58378.705058 33.605499
96 58379.587778 20.938695
96 58380.420729 15.022365
96 58380.621360 14.917130
96 58380.633444 15.246603
96 58380.640942 15.369338
96 58380.706901 13.305824
96 58380.771366 14.779876
96 58380.801212 15.233445
96 58381.382835 15.176537
96 58381.393150 16.212856
96 58381.412852 17.113115
96 58381.436930 16.737747
